117,Héctor El Father: Conocerás la verdad,2018-03-22,temp,Documentaries,https://image.tmdb.org/t/p/original//tkP0FzEivLxsUYt8BlaL8Sh7ceY.jpg,https://image.tmdb.org/t/p/original//chKGRT7RjkHWlU0hRFQeJMx2Bra.jpg,"This autobiography of Hector Delgado runs from his childhood to become one of the greatest exponents of the urban genre, but the results of that life did not please him and led him to try to take his life  .After being victim of a firefight at a service station in Aguada, a city hall in Puerto Rico, he stopped earning at least two hundred American dollars for presentation and being '"devout of Jesus'""
228,I Don't Like Younger Men,2017-01-01,temp,Romance,https://image.tmdb.org/t/p/original//bR1ID2VvQIHrWKdToWKc3mIpeyW.jpg,https://image.tmdb.org/t/p/original//As12wwHuVa9Jtnd6XHX58RkzBFc.jpg,"Won-gi lost his wife a long time ago and is running a pension outside of the city. Then one day, Won-gi''s daughter and her friend Se-yeong stays in the pension during a break from their school in Seoul. However, Won-gi finds himself attracted to the friend who is so much like his dead wife. Then he crosses a line that he shouldn''t have crossed..."
218,I Don't Like Younger Men 5,2020-04-23,temp,Romance,https://image.tmdb.org/t/p/original//iyI4yY4bUtWS1demuvjfGj5Jclw.jpg,https://image.tmdb.org/t/p/original//xiKwkUUmRTqqZJP4akBHgWnD6Hv.jpg,"Ha-neul haven''t seen her friend, Ye-sol for a long time, and so they spent a good time together. That time, Ye-sol''s father, Min-soo enters the house.  Ha-neul sees the young-looking Min-soo and makes a fuss. Ye-sol who is a little bit tipsy tells Ha-neul that he is her stepfather.  That night, Ha-neul secretly entered Min-soo''s room..."
36,Impossible Things,2021-06-17,temp,Top Rated,https://image.tmdb.org/t/p/original//t2Ew8NZ8Ci2kqmoecZUNQUFDJnQ.jpg,https://image.tmdb.org/t/p/original//bxSBOAD8AuMHYMdW3jso9npAkgt.jpg,"Matilde is a woman who, after the death of her husband - a man who constantly abused her - finds her new best friend in Miguel, her young, insecure, disoriented and even dealer neighbor"
75,Incantation,2022-03-18,temp,Horror,https://image.tmdb.org/t/p/original//6zltP23zLGPogsHZUazSrrwNuKs.jpg,https://image.tmdb.org/t/p/original//6d1mHKcozT5AaZeI76ehJrBt0hr.jpg,"Inspired by a true story of a family who believed they were possessed by spirits, this film follows a woman who must protect her child from a curse.  WARNING: This is a cursed video, it might contain certain risks to watch. For those who dares to follow, please solve the puzzle of my daughter''s curse with me."
107,Jackass Forever,2022-02-01,temp,Documentaries,https://image.tmdb.org/t/p/original//ugIdyvtAzHWOguD91UjHKoAvfum.jpg,https://image.tmdb.org/t/p/original//f2J8DpT5bqV0AiI9VVcfiuqKo5l.jpg,"Celebrate the joy of a perfectly executed shot to the groin as Johnny Knoxville, Steve-O and the rest of the gang return alongside some newcomers for one final round of hilarious, wildly absurd and often dangerous displays of stunts and comedy."
109,Jennifer Lopez:  Halftime,2022-06-08,temp,Documentaries,https://image.tmdb.org/t/p/original//mPdZnmpdNYdMcMEAqUaJd4OdXHL.jpg,https://image.tmdb.org/t/p/original//sVUj3GZ6qWCyaVyu4PpMlyYQbxd.jpg,Global superstar Jennifer Lopez reflects on her multifaceted career and the pressure of life in the spotlight in this intimate documentary.
203,Jono & Ben: Good Sports,2021-09-09,temp,Netflix Originals,https://image.tmdb.org/t/p/original//zdQlF2TUl05ZYPc943nDDi3XQUZ.jpg,https://image.tmdb.org/t/p/original//7NROkJ18iPcHICWaivPqSkQckmb.jpg,"Infamous comedy duo Jono & Ben are on the hunt for Aotearoa''s most unique sports. From roller derby to chilli eating and speed cubing, our country is overflowing with unsung sporting heroes."
199,Lego Masters NZ,2022-05-09,temp,Netflix Originals,https://image.tmdb.org/t/p/original//4zwajOEJSmZU53FI0eXvxvS8yy2.jpg,https://image.tmdb.org/t/p/original//n7UK4wK1gNS5sLktndzKmMsGIuz.jpg,"Teams of Kiwi master brick builders are put through their paces in the New Zealand version of the hugely popular reality challenge. Who will dream, create it, and win it?!"
217,No Exit,2022-02-25,temp,Horror,https://image.tmdb.org/t/p/original//5cnLoWq9o5tuLe1Zq4BTX4LwZ2B.jpg,https://image.tmdb.org/t/p/original//2il2HT8v6NAN7oinOCuHKpEhgnB.jpg,"Stranded at a rest stop in the mountains during a blizzard, a recovering addict discovers a kidnapped child hidden in a car belonging to one of the people inside the building which sets her on a terrifying struggle to identify who among them is the kidnapper."
